caseid,region,gender,educ,edloan,race,hispanic,employ,marstat,pid7,ideo5,pew_religimp,newsint,faminc_new,union,investor,CC18_308a,CC18_310a,CC18_310b,CC18_310c,CC18_310d,CC18_325a,CC18_325b,CC18_325c,CC18_325d
412506714,2,1,5,2,1,2,1,1,3,3,4,2,14,3,1,4,2,2,2,2,2,1,2,1
412872660,4,2,5,2,1,2,4,1,7,5,1,1,9,3,1,2,3,3,3,3,1,2,1,1
413121467,1,2,5,1,1,2,1,1,3,1,4,1,12,2,1,4,3,3,3,2,2,1,2,1
412319708,2,2,5,2,1,2,5,3,1,3,3,1,3,2,2,4,5,3,5,5,2,2,2,2
417181768,3,2,2,2,1,2,5,1,3,3,1,2,6,3,2,4,5,2,5,2,2,1,2,2
412933152,4,1,5,2,1,2,1,1,1,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1
414383640,1,1,2,NA,1,2,4,5,3,3,1,1,4,3,2,2,5,5,5,5,1,1,1,1
413804303,4,2,4,2,1,2,5,4,7,5,2,1,4,3,1,1,2,3,2,5,2,1,1,1
412540323,3,1,3,2,1,2,6,1,5,5,1,1,4,2,2,1,2,2,2,2,1,2,2,1
414468174,1,2,3,NA,1,2,8,5,6,4,2,2,10,3,2,2,2,3,1,5,1,1,1,1
420259256,2,2,2,2,1,2,1,1,4,3,1,2,10,3,1,2,3,3,3,2,1,1,1,1
412943582,4,1,2,2,1,2,5,1,7,4,1,1,6,3,2,1,2,2,3,2,1,2,1,1
410934387,2,2,4,2,1,2,1,3,2,3,2,2,4,3,2,3,5,3,2,3,2,1,1,1
412452848,4,1,2,2,1,2,5,1,5,4,2,1,9,2,1,1,3,3,3,2,1,2,1,1
412893029,3,2,6,1,1,2,1,5,1,2,2,1,9,3,1,4,2,5,2,2,2,1,1,1
412350404,3,2,6,2,1,2,6,4,4,4,2,2,3,2,1,2,3,2,2,3,2,2,2,1
416369140,3,1,2,2,1,2,5,3,5,5,3,2,3,2,2,1,2,2,2,2,1,1,2,1
416860151,2,2,4,1,1,2,1,1,1,1,4,1,9,3,1,4,2,2,3,2,1,1,1,1
412269951,1,2,6,2,1,2,1,1,1,2,4,1,9,1,1,4,3,3,3,2,2,1,2,1
414160692,1,1,2,NA,2,2,2,5,3,2,1,2,3,3,2,4,3,3,3,NA,2,2,1,2
414473863,2,2,2,2,1,2,5,1,7,5,1,1,5,3,1,1,2,2,3,2,1,1,1,1
414332664,3,1,3,2,2,2,4,5,2,3,2,3,2,3,2,4,2,3,2,2,2,1,1,2
412940299,1,2,3,2,3,2,1,3,2,2,4,2,6,2,2,2,3,3,3,5,2,2,2,1
412512064,3,1,3,1,1,2,5,1,5,3,2,1,12,3,1,3,2,2,2,3,2,2,2,2
414227855,1,2,3,1,1,2,1,1,2,2,4,1,7,3,2,4,3,3,5,2,2,1,1,1
414365698,1,2,3,1,1,2,1,5,7,5,2,2,11,3,1,1,3,3,3,5,1,1,2,1
412339519,1,2,5,1,1,2,1,1,2,3,3,1,13,3,1,4,3,3,3,3,1,2,2,1
417181683,2,2,2,2,1,2,5,1,6,2,1,2,5,3,1,1,5,5,5,5,1,1,1,1
415324770,1,2,3,1,1,2,8,5,2,3,4,3,6,3,2,4,3,2,4,4,1,1,2,1
413314979,1,1,4,2,1,2,2,1,7,5,4,1,12,3,1,1,3,2,3,3,1,2,1,1
412301293,1,1,5,2,1,2,5,1,1,1,4,1,7,1,1,4,3,3,2,2,2,1,1,1
416412572,2,1,5,2,1,2,1,1,5,3,3,1,12,3,1,3,2,3,3,3,1,1,1,1
416824499,4,1,2,2,1,2,1,1,5,4,3,1,6,1,2,1,2,2,5,3,1,1,1,1
413622202,3,2,5,1,2,2,1,1,1,2,1,1,9,3,2,4,2,3,5,2,2,1,1,1
412013435,4,1,2,2,1,2,6,3,1,2,2,2,5,3,2,4,3,3,5,5,1,1,1,2
414543500,3,2,5,2,1,2,1,5,1,2,3,2,9,3,1,4,3,3,3,3,2,1,2,1
412519845,3,1,4,1,3,2,6,5,7,5,1,1,2,3,2,2,2,3,2,3,1,1,1,1
411879915,3,2,6,2,1,2,7,1,7,4,1,1,13,3,1,1,2,2,2,3,1,1,1,1
414420609,3,2,1,NA,1,2,1,3,7,5,1,3,3,3,2,3,5,5,2,2,2,1,1,1
412166647,4,2,5,1,1,2,2,5,3,2,4,2,6,3,2,4,3,3,3,3,2,1,1,1
413313070,3,1,1,2,1,2,4,5,4,3,4,1,2,3,2,2,2,3,2,3,1,1,2,1
413895996,3,2,4,2,1,2,1,1,7,5,1,1,10,3,1,1,3,2,3,2,1,1,1,1
419798396,1,1,2,2,1,2,6,6,5,5,4,2,3,3,2,1,3,3,2,2,1,1,1,1
412291969,4,1,3,2,1,2,4,5,6,3,1,1,4,3,2,4,2,2,2,1,2,1,2,1
412303998,1,2,3,2,1,2,5,1,4,4,1,1,5,3,2,2,2,3,3,3,1,1,1,1
413126859,1,2,5,1,4,2,6,5,4,1,3,2,2,3,1,4,2,3,3,3,2,1,1,2
413497817,4,2,3,2,1,2,1,1,6,3,2,3,2,1,2,2,5,5,5,5,1,1,1,2
412374007,2,2,5,2,1,2,1,1,1,2,4,4,7,3,1,4,5,3,2,2,2,1,2,1
412012728,3,1,6,2,1,2,2,1,6,3,3,1,15,2,1,2,NA,NA,NA,3,1,1,1,1
413672292,4,2,5,2,1,2,1,5,5,3,3,1,14,3,1,1,2,2,2,2,1,1,1,1
410904812,3,1,5,2,1,2,9,4,4,3,3,2,3,3,2,4,2,3,2,5,2,2,1,1
412374952,3,1,3,2,1,2,6,3,5,4,1,2,2,3,2,1,3,2,2,2,2,1,2,2
415183210,3,2,5,2,2,2,4,5,1,1,2,2,7,3,2,4,2,5,2,3,2,1,1,2
414212783,1,1,2,2,1,2,5,1,7,4,3,1,9,3,1,1,3,3,3,3,1,1,1,1
410689586,4,1,5,2,1,2,1,1,3,1,4,1,9,3,2,4,3,3,3,2,2,1,2,1
414281289,2,2,2,2,1,2,5,1,6,4,1,3,6,3,1,2,2,3,2,5,2,2,2,1
414316363,3,2,2,2,1,2,7,1,7,3,2,2,4,3,2,1,2,3,2,2,1,1,1,2
412961152,2,1,5,1,1,2,1,5,4,3,4,2,9,3,2,4,2,5,5,5,1,1,2,1
417015985,3,2,2,2,1,2,5,5,3,1,4,1,3,3,1,4,5,1,5,1,1,1,2,1
414404352,3,1,4,NA,3,2,8,5,4,3,1,3,2,3,2,4,2,5,2,5,1,2,2,2
415304612,2,2,2,2,1,2,7,5,1,4,1,1,3,3,2,3,3,2,3,5,1,1,2,1
417690718,4,2,3,2,3,2,1,5,5,3,4,3,3,3,2,2,2,2,3,3,1,1,2,2
417080826,1,1,5,2,1,2,1,1,5,5,1,1,12,3,1,1,3,3,3,3,1,1,1,1
417617392,3,1,6,2,1,2,5,1,1,3,3,1,10,3,1,4,2,2,2,2,2,1,2,2
414518120,3,2,6,2,1,2,1,1,2,2,4,3,10,3,2,3,2,2,2,3,2,1,1,1
413458433,2,2,2,2,1,2,1,1,1,2,1,1,6,2,1,4,2,2,2,2,2,2,2,1
415918483,4,1,5,2,1,2,1,1,4,3,2,1,12,3,2,3,3,3,3,3,1,1,1,1
412879923,3,1,2,2,1,2,5,1,7,5,1,1,8,2,1,1,2,2,2,2,1,2,2,1
412903603,3,1,5,2,1,2,1,5,7,4,3,1,6,3,1,2,2,2,2,2,1,1,1,1
415194074,2,2,4,NA,1,2,2,5,2,2,4,2,3,3,1,4,2,3,2,2,2,1,1,2
413204278,3,2,2,2,1,2,4,6,1,3,3,2,5,2,2,4,2,3,2,3,2,1,1,2
413947690,3,1,4,2,2,2,5,1,1,3,3,2,7,2,2,4,2,2,2,1,2,2,2,1
417080443,4,1,2,2,1,2,5,1,7,5,2,1,11,2,1,1,3,3,3,3,1,2,2,1
414191558,3,2,2,2,1,2,7,1,3,3,1,4,9,3,2,3,3,2,2,5,1,1,1,2
412354820,2,2,4,2,3,2,1,4,7,4,2,1,8,3,1,2,2,3,3,2,1,2,2,1
414755789,4,2,2,2,1,2,7,6,5,5,1,1,4,3,2,2,2,5,5,2,1,1,2,2
414149158,4,1,3,2,1,2,1,1,6,4,1,1,12,2,1,1,3,3,3,3,1,1,2,1
413941833,2,1,2,2,1,2,5,1,5,5,1,1,3,2,2,1,2,3,2,2,2,1,2,2
411887164,4,2,3,2,1,2,1,5,7,4,4,1,2,2,2,4,3,3,3,2,2,2,2,1
415717357,1,1,5,2,1,2,1,1,6,5,1,1,4,2,1,2,3,3,3,2,1,2,2,1
417835248,2,1,5,2,1,2,4,1,5,5,1,1,6,2,2,2,2,3,3,2,1,2,2,1
412282737,3,1,3,2,1,2,6,1,5,5,1,1,7,3,1,1,5,3,3,2,1,1,1,1
413501475,3,1,5,2,4,2,1,1,1,2,1,1,8,3,1,4,2,2,2,2,2,1,1,1
412873954,1,2,5,2,1,2,2,1,3,1,4,2,9,3,2,4,2,3,3,3,2,1,1,1
415198395,2,1,4,1,2,2,1,5,1,4,2,1,7,3,1,4,2,2,2,3,2,2,1,1
414227390,3,1,6,2,1,2,2,1,3,2,1,1,7,2,1,1,2,3,2,5,2,1,2,1
420245662,1,1,6,2,1,2,1,1,7,4,1,1,8,3,1,3,3,3,2,2,1,1,1,1
418874286,4,2,5,1,1,2,1,1,2,1,4,1,10,3,2,4,2,3,3,3,2,1,2,1
413161427,3,1,2,2,1,2,5,5,7,5,1,1,3,3,2,1,2,2,2,2,1,1,2,1
415341316,4,1,6,2,1,2,1,5,1,1,4,1,9,2,1,4,3,3,3,3,2,1,2,1
413408345,3,1,2,2,1,2,5,1,7,5,1,1,6,3,2,1,3,2,2,2,1,1,1,1
414220141,3,1,3,2,3,2,1,5,4,3,1,2,4,3,2,1,2,3,3,3,1,1,2,1
412765525,1,2,5,2,1,2,1,1,6,5,1,4,5,3,2,3,3,5,2,3,1,1,1,1
414161307,3,2,6,1,2,1,1,1,5,3,1,1,10,3,1,4,2,2,3,2,1,1,2,1
412866476,3,2,2,NA,1,2,2,1,6,4,1,1,7,3,1,1,3,2,2,2,1,1,1,1
420210515,4,1,3,2,1,2,1,1,4,3,2,1,6,3,2,1,5,5,5,5,2,1,1,1
414231445,3,2,3,1,1,2,6,5,1,3,4,2,1,3,2,4,2,3,5,5,2,1,1,1
412899005,3,2,5,2,1,2,5,1,4,3,3,1,8,2,1,2,5,3,5,5,1,1,1,1
419499751,3,1,2,NA,1,2,4,5,2,1,1,2,3,3,2,2,5,1,2,3,1,1,2,1
412355402,1,2,4,2,2,2,2,5,2,4,1,2,9,1,1,4,3,3,3,2,1,1,2,1
412881090,4,2,2,2,1,2,2,5,4,3,2,3,1,1,2,4,5,5,5,5,2,2,2,2
415705586,3,2,5,2,1,2,5,3,7,4,1,1,12,3,1,1,2,2,2,2,1,1,1,1
412920581,2,1,3,2,1,2,8,5,7,5,3,2,10,3,2,1,2,3,3,3,1,1,1,1
412980917,3,2,3,2,1,2,5,3,7,5,1,1,2,3,1,1,2,3,2,2,1,1,2,1
418065191,4,1,6,2,1,2,1,1,7,4,1,1,11,3,1,1,2,2,2,2,1,2,2,2
413041959,2,2,5,1,3,2,1,5,2,3,2,3,10,3,1,4,1,5,1,5,2,1,1,2
415587029,3,2,2,2,1,2,1,1,7,5,1,4,7,3,2,1,2,5,5,2,1,1,2,2
415450991,1,2,5,2,1,2,2,1,6,5,2,4,4,3,1,2,5,1,1,1,2,2,1,1
412518090,3,2,2,2,1,2,7,1,7,4,2,1,10,3,2,1,2,3,2,2,1,1,1,1
415226708,3,2,2,NA,1,2,8,5,2,2,1,1,16,3,2,4,2,3,2,2,1,1,1,2
414403073,3,2,2,2,1,2,5,4,4,3,3,2,2,3,2,3,2,2,2,2,2,1,1,1
417079656,4,1,4,2,1,2,5,1,7,5,1,1,7,3,2,1,2,5,2,2,1,2,2,1
413031424,3,1,2,2,1,2,1,1,5,3,2,1,13,3,2,1,3,3,3,2,1,1,2,1
414388011,2,2,2,2,1,2,5,1,2,3,2,2,6,2,2,3,2,3,2,2,2,1,1,1
414725584,1,2,4,2,3,2,1,6,3,1,1,1,4,3,2,4,3,3,5,1,2,1,1,1
414205974,2,2,3,1,2,2,1,6,1,3,2,3,3,3,2,4,5,3,5,NA,1,1,1,1
415377411,3,2,6,1,1,2,1,1,7,4,1,1,8,3,1,1,3,3,3,2,1,1,2,1
417077729,1,1,5,2,3,2,1,5,4,3,4,1,10,1,1,2,3,3,3,1,2,2,2,1
413000721,3,2,6,1,1,2,1,1,3,1,4,1,5,3,2,4,2,2,2,2,2,1,1,1
415504972,3,2,2,2,5,2,1,5,2,3,4,2,2,3,2,4,1,2,2,2,2,1,2,2
414255330,4,2,5,1,2,2,7,5,1,2,1,3,11,2,1,3,3,3,3,2,1,2,1,1
411814710,3,2,4,2,2,2,4,3,1,1,1,1,2,3,1,4,2,2,2,5,2,1,1,1
415005936,2,2,5,NA,2,2,2,1,3,4,1,2,11,3,1,4,2,5,2,5,1,2,1,2
412319979,4,2,6,2,1,2,5,3,1,2,3,1,6,3,1,4,3,3,3,5,2,2,2,1
412879917,3,2,3,2,1,2,5,5,2,2,1,1,2,3,2,4,2,5,2,5,2,2,2,2
417896692,2,2,2,NA,2,2,2,5,2,3,1,4,2,3,2,4,2,5,5,5,1,1,1,1
413400265,3,2,4,2,6,2,4,3,5,1,4,2,1,3,2,3,5,5,5,5,1,1,2,1
412392648,1,2,6,1,1,2,9,1,5,3,3,2,3,3,1,1,3,5,5,2,1,2,2,1
414632690,3,2,5,2,1,2,2,1,7,5,1,2,7,3,1,2,2,5,2,5,1,1,2,2
420241364,3,1,6,2,1,2,1,1,3,1,4,1,7,1,1,4,2,3,2,2,2,1,1,1
420180782,1,2,3,1,1,2,2,5,1,1,2,1,11,3,1,4,3,3,3,3,1,1,1,1
419411673,3,2,6,1,1,2,1,1,7,5,1,1,12,3,2,1,2,2,2,2,1,2,2,1
417351569,1,1,6,2,1,2,1,2,1,3,1,1,7,3,1,4,3,3,2,3,2,2,2,1
414235619,3,2,2,2,2,2,7,1,1,3,1,2,4,3,2,4,2,3,2,3,1,1,2,1
416860483,3,2,2,2,1,2,5,1,1,2,2,1,10,3,1,4,2,3,2,3,2,2,2,1
412888067,2,1,5,2,1,2,1,1,7,4,1,1,8,2,1,1,2,3,3,2,1,2,2,1
417615096,4,1,2,NA,2,2,1,5,3,1,4,1,7,1,2,4,3,3,3,5,2,2,1,1
411868473,4,1,5,2,1,2,5,3,2,1,4,1,3,2,2,4,3,3,3,2,2,1,2,2
413778029,3,1,5,2,1,2,1,1,5,5,1,1,11,2,1,2,2,2,2,5,1,2,2,1
413034618,3,2,2,2,1,2,5,6,2,2,1,3,2,3,2,4,2,2,2,2,2,2,2,2
412874958,4,2,5,2,1,2,2,1,2,2,2,3,4,3,2,4,3,3,3,3,2,1,2,2
414161370,3,2,2,2,1,2,5,1,1,2,4,1,11,3,1,4,2,3,2,2,2,1,2,1
410535466,3,2,3,1,1,2,2,1,1,1,3,1,6,3,1,4,2,3,2,2,2,2,2,1
412245935,3,2,5,2,2,2,1,1,1,3,1,1,7,2,2,4,2,3,2,3,2,2,2,1
412911479,3,1,4,2,1,2,6,3,3,1,4,1,2,3,2,4,2,2,2,2,2,2,2,1
417352809,1,1,6,2,1,2,5,1,1,1,1,1,9,3,2,4,3,3,2,3,2,2,2,2
411869164,4,2,1,2,1,2,5,3,5,3,2,1,4,3,2,2,3,3,3,5,2,1,1,1
415231066,3,2,5,2,1,2,1,5,6,4,2,2,7,3,1,2,3,2,2,5,1,1,2,2
412992781,1,1,2,2,1,2,5,1,7,4,3,1,5,3,1,1,2,4,2,3,1,1,2,1
420272589,3,1,6,2,1,2,1,1,1,1,4,1,8,2,1,4,2,3,2,2,2,1,2,2
415196920,2,2,2,2,4,2,7,1,7,3,1,2,6,3,2,2,5,5,5,5,1,1,1,1
412619479,2,1,5,1,1,2,1,1,7,5,1,1,13,3,1,2,2,2,3,2,1,1,2,1
416395975,1,1,2,2,1,2,1,1,7,5,3,2,5,3,2,1,3,2,2,2,1,1,1,1
413145070,2,1,2,2,1,2,2,4,1,1,4,1,3,3,2,4,2,2,3,2,2,2,2,1
412012719,4,2,6,2,1,2,5,1,7,5,1,1,11,2,1,1,3,3,3,3,1,2,2,1
418249092,3,1,6,1,1,2,1,1,5,4,3,1,12,3,1,2,2,2,2,2,1,2,1,1
415222309,2,2,2,2,1,2,1,5,4,2,3,3,4,3,1,3,2,3,2,1,2,2,2,1
412899039,2,1,5,2,1,2,1,5,3,2,4,1,5,1,1,4,2,3,3,2,2,1,2,2
415712540,2,1,2,2,1,2,7,6,2,2,4,1,7,3,2,2,2,3,3,5,1,1,1,2
412544849,3,1,6,2,1,1,4,1,6,3,2,1,5,3,2,1,2,3,2,3,1,2,1,2
411851937,3,2,2,2,1,2,6,5,2,3,1,1,3,NA,2,4,2,2,2,3,1,1,1,1
414227957,3,1,5,2,2,2,4,5,1,3,2,2,1,3,1,3,2,3,2,3,1,1,2,1
414211281,3,2,2,2,1,2,5,4,4,2,1,4,2,3,2,2,2,3,3,2,2,1,2,1
411800829,2,2,5,2,1,2,7,1,2,4,2,2,10,3,1,2,2,2,3,2,1,1,2,1
411896870,4,1,3,2,1,2,1,1,4,5,1,1,11,2,2,1,3,3,3,2,1,2,1,1
412318843,1,1,4,1,1,2,1,1,6,3,2,3,10,3,2,2,2,3,3,5,2,2,2,1
415655927,2,2,5,1,1,2,1,5,3,2,2,3,7,3,2,4,5,3,5,5,1,1,2,1
418916383,1,1,6,1,1,2,1,1,5,2,1,2,10,1,1,1,2,3,3,3,1,2,1,2
413131138,2,2,5,1,1,2,1,5,7,4,1,1,7,3,2,1,2,2,3,5,1,1,2,1
412311035,3,1,6,1,1,2,7,1,3,3,3,2,3,3,2,3,3,2,2,2,2,1,1,1
415953302,3,1,3,2,1,2,6,5,7,5,2,1,8,3,2,1,2,2,2,2,1,1,1,1
412374703,2,2,3,1,1,2,2,6,1,1,4,1,1,3,2,4,2,3,5,2,2,1,2,1
413167298,1,2,5,2,1,2,1,3,7,5,1,2,10,3,1,1,3,3,3,2,1,2,2,1
417167365,2,2,2,1,1,2,2,1,7,5,1,1,2,1,2,1,2,2,2,2,1,1,1,1
412410103,3,2,4,2,1,2,5,4,1,2,1,1,4,1,2,4,2,3,2,5,2,1,2,2
419256351,3,1,2,NA,1,2,1,5,4,3,1,3,13,3,1,3,5,5,5,5,1,2,1,1
413992000,4,1,5,NA,1,2,1,1,2,1,2,1,10,1,1,4,3,3,5,5,1,1,1,2
416480233,4,2,2,2,1,2,5,5,2,3,3,2,5,1,1,4,3,3,3,3,2,2,1,1
413400296,3,2,3,1,1,2,1,3,7,5,1,2,6,3,2,1,2,2,2,2,1,1,2,1
412900035,4,2,4,1,1,2,6,1,4,1,2,1,6,3,2,4,3,2,3,2,2,2,2,2
414151510,3,2,2,2,1,2,5,3,4,4,4,1,1,3,2,3,5,5,2,5,2,1,2,1
418065089,2,1,6,2,1,2,5,1,7,4,2,1,3,2,1,1,2,3,2,2,1,1,2,1
412294020,3,2,6,2,1,2,5,1,7,5,2,1,5,3,1,1,2,2,2,2,2,1,1,1
413554064,3,2,5,2,1,2,5,4,5,4,1,1,6,3,2,1,2,2,2,2,1,1,2,1
413409413,3,2,5,2,1,2,7,1,3,3,4,1,10,3,1,4,3,2,2,2,2,1,2,2
417000795,3,2,2,2,1,2,5,3,7,3,1,1,6,3,2,1,2,5,5,2,1,1,2,1
412736795,4,2,5,2,1,2,1,1,2,2,1,1,7,2,2,4,2,2,2,3,2,2,2,2
417514349,1,1,2,2,1,2,5,1,4,3,4,2,9,2,1,2,3,3,3,3,1,2,2,1
415528311,3,1,2,2,1,2,4,5,4,4,4,4,2,3,2,3,5,5,5,5,2,2,1,2
412038393,3,2,4,2,1,2,1,1,6,4,1,1,10,3,1,2,2,3,3,3,1,1,1,2
417328857,2,2,6,1,1,2,8,1,1,2,2,2,7,3,2,4,2,5,3,3,2,1,1,1
415877708,2,1,2,2,1,2,5,1,4,4,4,3,4,3,1,4,2,3,3,3,2,1,1,1
416895771,4,2,3,2,1,2,5,4,7,4,1,1,9,3,1,1,3,3,3,3,1,2,1,1
412933861,1,2,2,2,1,2,6,4,5,3,2,3,2,3,2,1,3,5,3,5,1,1,1,1
414175310,3,2,2,2,1,2,6,5,7,5,1,1,5,3,1,1,2,2,2,2,1,1,1,1
417618078,2,1,3,2,1,2,2,1,7,5,1,1,9,1,1,1,2,3,3,2,1,1,1,1
414311569,3,1,3,2,2,2,1,5,2,2,3,2,4,3,2,4,2,1,2,3,1,1,1,2
414203529,2,2,2,2,1,2,5,1,7,2,1,2,4,3,1,1,2,3,2,2,1,1,1,1
413276863,2,2,5,2,1,2,2,1,1,3,4,1,13,2,1,4,2,3,5,2,2,1,1,1
412656741,4,2,4,2,1,2,7,1,7,5,1,2,11,3,2,1,3,3,3,3,1,2,1,2
416051768,4,1,2,2,1,2,5,1,4,3,2,2,5,3,2,2,2,2,2,2,2,1,1,2
411666091,4,2,3,2,1,2,1,1,7,4,3,1,7,3,1,1,3,3,3,2,1,2,1,1
412286683,1,1,6,1,5,2,1,1,6,4,1,2,11,2,1,1,3,3,2,3,1,1,1,1
412528495,1,2,5,1,6,2,1,1,2,1,2,1,10,3,1,4,3,3,2,2,2,1,2,2
410656606,3,2,5,2,1,2,1,1,7,5,1,2,8,3,1,1,3,5,5,2,2,1,1,1
414196311,3,2,4,2,3,2,1,1,2,2,1,2,5,3,1,4,3,3,2,2,1,2,1,1
417619944,1,1,3,2,1,2,5,4,7,5,1,1,3,2,1,1,3,3,2,2,2,1,1,1
413836838,4,2,3,2,1,2,2,2,1,2,NA,1,3,3,2,4,3,3,3,2,2,1,1,1
414223724,2,1,3,NA,3,2,2,5,7,3,3,2,3,2,2,2,3,3,2,3,2,1,2,2
412880171,4,2,5,2,1,2,1,1,1,1,1,1,11,2,2,4,2,2,2,2,2,2,2,2
416801919,3,1,5,2,3,2,1,5,6,4,2,3,12,3,2,2,NA,NA,NA,5,1,1,2,1
415483714,1,2,2,NA,2,1,1,1,1,1,2,2,8,3,2,4,3,3,3,3,1,1,2,2
416763015,2,2,5,2,1,2,1,1,7,4,1,2,9,3,1,1,2,2,2,2,2,2,2,2
420191229,2,1,3,2,1,2,4,2,4,3,2,1,4,2,2,2,2,5,3,2,1,2,2,1
412334398,3,2,6,2,1,2,5,5,1,1,4,1,4,3,1,4,2,3,2,3,2,1,2,1
414259021,2,1,3,2,2,2,1,6,2,3,2,2,7,2,1,2,2,3,3,3,2,2,1,1
415267229,3,2,3,1,1,2,2,5,7,5,1,4,6,3,2,2,2,2,2,2,1,1,1,2
412044645,4,2,4,2,1,2,6,6,3,1,4,1,8,3,2,4,3,3,3,2,2,1,1,1
412900800,4,2,5,1,1,2,7,3,2,2,4,2,2,3,2,4,3,3,3,2,2,2,2,1
413081505,4,2,3,2,1,2,6,5,1,2,2,2,4,3,2,4,3,3,3,3,2,2,2,1
414169770,4,2,5,2,1,2,1,1,2,1,4,3,11,3,1,1,5,3,2,5,2,1,1,1
413982519,2,1,2,2,1,2,1,1,5,4,2,2,7,3,2,2,5,2,5,5,2,1,1,1
417077403,3,2,5,2,1,1,1,1,1,1,4,1,10,3,2,4,3,3,3,3,2,1,2,2
414877585,4,2,3,2,2,1,5,5,1,3,1,1,11,2,2,4,3,3,3,3,2,1,2,2
412375254,2,1,2,1,1,2,5,1,7,4,1,1,9,3,1,1,2,2,3,2,1,1,1,1
412340928,2,2,5,1,1,2,1,1,5,4,2,1,7,3,1,1,2,3,3,2,1,1,1,1
412452422,4,2,3,2,1,2,4,4,1,2,2,1,1,3,2,4,3,3,3,2,2,1,2,1
415998497,1,1,3,NA,1,2,1,5,1,1,4,1,5,3,2,4,3,3,3,2,2,2,1,1
413705266,2,1,5,2,4,2,1,1,5,5,3,1,13,3,1,1,2,3,3,2,1,1,2,1
411860946,2,1,5,2,1,2,7,1,5,4,1,1,8,2,1,1,2,3,3,3,1,1,2,1
412890965,2,2,2,2,1,2,6,3,7,5,1,1,6,3,1,1,5,3,5,5,1,1,1,1
410742991,4,2,5,2,1,2,6,4,1,2,4,1,6,2,1,4,2,3,2,3,2,2,2,1
417837925,1,1,3,NA,1,2,1,1,4,4,1,1,13,3,1,2,3,3,3,2,1,2,2,1
415151875,1,2,1,2,1,2,6,6,2,3,1,2,3,3,2,2,3,2,3,2,1,1,1,2
414219984,2,2,2,2,1,2,7,6,2,3,3,3,3,3,2,4,3,3,3,3,2,2,2,2
410948824,3,1,4,2,1,2,1,1,7,5,1,1,6,3,1,2,2,3,2,2,1,2,1,2
415208638,3,2,3,2,3,2,1,5,4,3,1,1,6,3,2,4,2,1,2,1,2,1,1,2
413291424,3,1,4,2,1,2,1,1,7,5,1,1,10,1,1,1,2,2,2,2,1,2,1,1
420128783,3,2,5,1,1,2,1,1,1,1,4,1,5,3,2,4,2,2,2,5,2,2,2,2
414228521,2,1,5,1,1,2,2,5,4,3,2,1,3,3,2,4,2,2,2,2,2,2,2,1
410931571,3,2,4,2,1,2,5,1,2,3,2,2,4,3,2,4,3,2,2,2,2,1,2,1
416916992,1,1,4,NA,3,2,1,5,7,4,3,2,12,3,2,1,3,3,3,2,1,2,1,2
417080366,2,1,6,2,1,2,5,1,7,4,3,1,11,3,1,1,2,3,3,2,1,1,2,1
414434758,4,1,5,2,2,2,1,1,1,4,1,1,10,3,2,4,3,3,3,3,1,1,1,1
412285799,3,2,2,2,1,2,7,1,1,2,1,1,3,2,2,4,2,3,2,2,2,1,2,1
417841446,1,2,2,NA,1,2,7,3,4,3,1,1,1,3,2,2,5,5,5,2,1,2,2,2
415203324,3,2,2,2,1,2,2,1,2,1,4,3,5,3,2,3,1,5,1,1,1,1,1,2
413112421,3,2,6,1,6,2,1,1,4,3,1,1,9,3,1,4,3,2,3,3,2,2,2,1
410661738,3,1,5,1,1,2,8,5,3,2,4,2,10,3,2,4,2,3,2,2,2,2,1,1
413440916,3,2,3,2,1,2,5,1,3,3,2,2,12,2,1,4,2,3,2,2,1,2,2,1
