caseid,region,gender,educ,edloan,race,hispanic,employ,marstat,pid7,ideo5,pew_religimp,newsint,faminc_new,union,investor,CC18_308a,CC18_310a,CC18_310b,CC18_310c,CC18_310d,CC18_325a,CC18_325b,CC18_325c,CC18_325d
413056145,2,1,5,2,1,2,1,3,5,5,3,1,9,1,1,1,2,2,2,2,1,2,1,1
414290551,4,2,2,2,1,2,6,6,1,1,4,1,6,2,2,4,3,3,3,2,2,2,2,1
416452513,1,1,2,2,1,2,6,6,7,4,2,1,5,2,2,1,3,3,2,3,1,2,1,1
410813470,3,1,4,2,1,2,2,1,5,4,1,2,6,3,1,2,2,5,2,5,1,1,2,1
415339032,4,2,2,2,3,2,7,1,1,3,1,3,2,3,2,4,3,2,5,2,2,1,2,1
412334272,3,2,6,2,1,2,2,1,1,3,2,1,12,1,1,4,2,2,2,3,2,2,2,1
412345940,2,1,6,1,1,2,1,1,1,2,4,1,11,3,1,4,2,3,3,2,2,2,2,1
420156492,4,2,6,1,1,2,1,5,7,5,1,1,4,1,2,1,3,3,3,3,1,1,1,1
413674352,4,1,2,2,1,2,5,1,7,5,3,1,6,3,1,1,2,2,2,2,1,1,1,1
416277978,3,1,5,2,1,2,1,5,1,1,3,1,5,3,1,4,2,3,2,2,2,2,2,1
412275456,1,1,5,2,1,2,5,1,1,3,3,1,7,3,1,4,3,3,2,2,2,1,2,1
414704723,2,2,4,1,1,2,7,1,4,3,1,1,3,3,2,2,2,2,3,3,1,1,2,1
412894665,1,2,6,2,1,2,2,1,2,3,4,1,6,2,1,4,3,3,3,3,2,1,2,1
412297908,2,2,2,2,1,2,7,1,1,2,2,2,9,3,1,3,3,3,1,2,2,2,2,1
412386158,4,2,2,2,1,2,6,2,2,2,3,2,5,3,2,4,2,3,2,3,2,1,2,1
414864413,3,2,3,1,2,2,1,6,2,3,3,2,9,3,2,4,3,3,3,5,2,1,1,1
416187350,1,1,5,2,1,2,1,1,4,4,3,1,7,3,2,1,2,3,3,3,1,1,1,1
412893015,3,2,4,2,2,2,2,5,1,2,2,1,8,3,2,4,2,3,2,5,1,1,1,2
412297833,2,2,3,1,1,2,1,3,7,5,3,1,4,3,2,1,2,3,5,5,1,1,1,1
414877622,1,1,5,1,3,2,2,5,1,2,4,1,1,2,2,4,3,3,3,3,2,2,2,1
417617997,1,1,4,2,1,2,1,5,7,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
412978406,1,1,3,2,1,2,5,1,2,4,3,2,9,1,1,2,3,3,5,5,2,2,2,1
414165557,4,1,1,2,3,2,1,6,7,5,2,1,5,3,1,1,3,3,3,5,1,1,2,1
412278056,3,2,5,2,1,2,5,5,1,2,2,1,4,3,1,4,2,3,2,3,2,2,2,1
412340710,2,2,2,2,1,2,5,4,6,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1
410743528,2,2,2,NA,1,2,2,5,1,2,1,2,5,3,2,4,5,5,5,5,2,2,2,1
417006676,1,1,5,2,1,2,1,1,7,4,1,2,8,2,1,2,3,3,3,2,1,1,1,1
417079551,4,1,4,2,1,2,5,1,3,2,4,1,4,2,1,4,3,3,3,3,2,2,2,1
412305704,2,2,6,1,1,2,1,3,2,3,1,4,8,3,1,4,5,5,5,5,2,1,1,1
412317336,4,2,2,2,1,2,7,1,5,4,1,2,5,3,2,4,3,2,3,5,1,1,1,1
415503070,3,2,6,2,3,2,1,5,1,2,2,2,8,3,2,4,2,2,2,NA,2,2,1,1
413528907,2,1,2,NA,1,2,1,3,5,4,2,2,3,2,1,1,2,5,5,2,2,1,1,1
416383420,2,1,2,2,1,2,5,1,1,2,2,2,5,2,1,4,2,2,2,2,1,1,1,1
415983266,1,1,2,2,4,2,4,5,3,3,4,4,3,3,2,4,5,3,5,1,1,1,1,2
417352250,4,1,4,2,1,2,1,1,1,5,4,2,9,3,2,4,3,3,3,3,2,2,2,1
414785656,3,1,2,1,2,2,1,5,2,3,1,4,4,3,2,2,2,3,2,2,1,1,2,2
411992681,4,1,6,2,1,2,5,1,1,2,1,1,10,1,2,4,3,3,3,3,2,2,2,1
414366698,3,2,4,2,1,2,1,5,6,5,2,2,10,3,2,2,2,5,2,5,1,1,1,1
420238514,3,1,6,2,1,2,5,1,5,4,1,2,11,3,1,3,2,2,2,2,2,1,1,1
417077668,3,1,6,2,3,2,1,1,1,2,1,1,8,3,2,4,2,2,2,3,2,2,2,1
415451404,3,2,5,2,1,2,1,5,6,3,1,2,6,3,1,2,1,1,1,2,1,1,2,1
415028417,4,2,5,2,1,2,1,5,2,2,4,3,4,2,2,4,5,5,5,5,2,2,2,2
415332447,2,1,3,2,1,2,9,1,7,4,3,2,3,3,2,1,2,3,3,2,1,1,2,1
414582465,1,2,4,2,3,2,1,5,4,5,2,1,4,3,2,4,3,3,5,NA,1,1,2,2
419001064,1,1,5,2,1,2,1,6,1,1,4,1,7,3,1,4,3,3,3,3,2,1,2,1
413291223,2,2,2,1,1,2,5,1,1,2,1,1,7,3,1,4,2,2,3,2,1,1,1,1
413966837,3,2,2,2,1,2,9,1,1,1,4,1,4,3,2,4,2,2,2,2,2,2,2,2
414316609,3,2,2,2,1,2,2,3,5,3,4,2,2,3,2,2,2,5,3,5,1,1,1,2
415798461,2,2,5,NA,1,2,1,1,6,3,2,2,6,3,2,2,5,2,5,5,1,1,1,1
417606110,3,1,3,2,1,2,1,1,4,3,2,1,4,3,2,1,2,5,2,NA,2,1,1,1
417836192,3,1,6,2,1,2,1,1,2,2,1,1,6,2,2,4,2,2,2,2,2,1,1,2
417316773,3,1,3,2,1,2,1,1,6,4,4,2,6,3,1,2,5,5,5,5,2,2,1,1
420311788,2,1,3,1,1,2,4,5,3,1,1,1,3,3,2,4,2,2,3,3,2,1,2,2
413550039,3,1,6,2,1,2,2,1,7,3,2,1,7,2,2,1,2,3,2,2,1,1,1,1
413829420,3,1,3,2,1,2,5,5,6,3,3,2,5,2,2,2,2,3,2,3,1,1,1,1
412323912,3,1,5,2,1,2,1,5,1,2,2,1,7,3,1,4,2,2,2,2,2,2,2,2
413409469,3,2,5,2,6,2,1,1,4,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1
412355929,2,2,4,1,1,2,1,5,1,3,4,1,5,3,2,4,5,5,5,5,2,2,2,2
413784765,3,2,4,1,1,2,6,3,1,1,4,2,4,3,2,4,2,2,2,2,2,2,2,1
415407015,2,2,2,NA,3,2,7,3,2,3,4,3,5,3,2,4,2,5,2,5,1,1,1,2
414044676,1,2,6,1,1,2,7,1,3,1,4,2,8,2,1,4,2,3,3,3,2,2,1,1
414175020,2,2,3,NA,1,2,1,5,1,2,4,2,7,3,2,4,2,2,3,3,1,1,1,1
412662714,1,2,3,2,1,2,1,1,6,4,1,2,7,3,1,1,2,5,2,3,2,2,1,2
412507803,1,1,6,1,4,2,1,5,2,3,2,1,9,3,2,4,3,3,2,2,2,2,2,1
414751118,2,2,3,NA,1,2,8,5,1,1,4,4,9,3,2,4,1,1,1,1,2,2,1,2
414601662,4,2,6,2,6,1,1,6,3,2,3,3,4,3,1,4,3,3,3,3,2,2,2,1
417079909,1,1,6,2,1,2,5,1,5,4,3,1,10,3,1,1,2,3,3,3,1,1,1,1
415961779,3,1,6,2,2,2,1,4,1,4,1,1,10,3,1,4,2,2,2,2,1,1,1,1
412874176,3,1,3,2,1,2,6,5,6,2,2,1,2,2,1,1,2,2,3,3,1,2,2,1
414127167,1,1,2,2,1,2,8,5,7,5,1,4,1,3,2,1,3,3,3,3,1,1,1,1
412334265,4,2,5,2,1,2,5,3,1,1,4,1,3,3,1,4,3,3,2,2,2,1,2,1
414205500,1,2,5,1,1,2,1,5,6,4,3,3,11,3,1,2,2,5,5,NA,2,1,2,1
416407500,3,1,5,1,1,2,1,1,6,3,2,2,10,3,2,2,2,3,2,2,1,1,2,1
412422471,1,1,3,2,1,2,6,1,2,3,2,2,10,3,2,4,2,4,2,3,2,2,2,1
413021004,3,2,2,2,1,2,4,4,4,5,1,2,2,3,2,1,2,2,2,3,2,1,1,1
416132023,2,2,1,2,3,2,6,3,4,3,1,4,3,3,2,4,4,4,4,4,1,1,1,1
420137004,2,1,5,1,1,2,2,5,1,2,4,1,12,3,1,4,3,3,3,2,2,1,2,2
413932320,2,2,2,2,1,2,7,1,6,3,3,2,2,3,2,2,3,3,2,2,1,1,1,1
417834831,4,1,6,2,1,2,1,1,3,2,2,1,12,3,2,2,3,5,5,5,1,2,2,1
414765320,1,1,4,2,1,2,4,5,1,1,2,1,4,3,2,4,3,3,3,NA,1,1,1,2
420127425,3,2,6,1,1,2,1,3,5,3,2,1,9,3,1,2,3,3,3,2,2,1,1,1
413443334,4,1,1,2,1,2,1,1,5,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
412240402,3,2,6,2,1,2,5,5,1,1,1,1,4,2,1,4,2,3,2,2,1,2,2,1
418249204,3,1,6,2,1,2,1,2,1,1,4,1,6,3,1,4,2,2,2,3,2,2,1,2
413487858,1,2,5,1,2,2,1,5,2,1,4,2,1,3,1,4,1,1,3,1,2,2,1,1
412275152,4,2,5,2,1,2,5,1,1,1,2,1,4,3,1,4,3,3,3,3,2,1,1,1
412411645,3,2,4,2,1,2,1,1,6,4,1,4,6,3,2,2,2,5,5,5,1,1,1,1
415710745,1,2,5,2,1,2,6,5,2,3,1,1,8,1,2,4,3,3,3,2,2,2,2,2
412416456,2,1,5,2,1,2,1,1,7,5,1,1,6,2,1,1,2,3,2,2,1,2,2,1
412415683,3,1,3,2,1,2,2,3,2,3,2,2,3,3,2,2,2,2,2,3,1,1,1,1
414355014,3,2,1,2,1,2,7,4,1,2,4,2,1,3,2,4,2,2,5,2,2,2,2,1
411688667,3,2,5,2,1,2,2,1,1,1,1,1,6,3,1,4,2,2,2,2,1,1,2,1
414147140,3,2,3,1,1,2,8,5,6,4,2,3,3,3,2,2,2,5,2,5,2,2,2,2
415217858,4,1,6,2,6,2,1,1,4,3,2,2,6,3,2,4,3,3,3,2,2,2,1,1
414290451,1,2,1,2,1,2,5,3,1,4,1,3,1,3,2,1,4,5,5,4,1,2,2,2
413594979,3,1,5,1,1,2,1,5,1,2,3,1,7,2,2,4,2,3,3,3,2,2,2,1
414517744,2,2,2,NA,1,2,7,1,6,4,3,3,3,3,1,1,1,2,1,5,1,1,2,2
413602073,3,2,6,1,1,2,5,1,1,2,4,1,15,2,1,4,2,2,2,2,2,1,2,1
417619537,3,1,6,2,1,2,9,1,7,5,1,1,12,1,1,1,2,2,2,2,1,2,1,1
416104883,3,2,6,2,4,2,1,1,1,1,4,4,13,3,2,4,5,3,3,3,2,2,2,1
414255549,3,2,2,2,1,2,7,1,6,3,4,2,5,3,1,2,2,3,2,3,2,1,2,1
417834343,4,1,6,2,1,2,1,1,7,4,2,1,12,3,1,1,3,2,3,2,1,1,1,1
412012229,3,2,5,2,4,2,7,1,1,2,1,3,2,3,2,2,5,5,5,5,1,1,1,2
412391618,2,2,6,1,1,2,1,1,1,3,1,1,11,1,2,4,2,3,3,2,1,1,2,1
420149660,2,2,6,2,1,2,2,1,1,1,4,4,8,2,1,4,5,5,5,5,2,1,2,1
417182884,2,2,2,2,1,2,5,4,4,3,1,4,4,3,1,1,5,5,5,3,2,1,1,1
414555751,1,1,2,NA,1,2,4,5,3,1,4,1,1,2,2,4,2,4,2,2,2,1,2,1
417619297,3,1,3,2,1,2,5,1,1,3,1,1,8,3,1,4,2,2,2,2,2,2,2,1
412308000,3,2,3,2,1,2,5,1,3,3,1,2,4,3,2,3,2,3,2,2,2,1,1,1
414598038,3,2,2,2,2,2,7,1,1,3,1,2,2,3,2,4,5,5,5,3,2,2,2,2
414739136,1,1,2,2,1,2,5,1,7,4,1,2,5,2,1,1,3,3,3,5,1,1,2,1
414255469,1,2,3,1,1,2,7,1,1,1,4,4,3,3,2,4,3,5,5,5,2,1,1,1
416910521,3,1,3,NA,1,2,2,5,2,1,4,2,4,3,2,4,2,1,2,1,2,1,2,1
418064424,3,1,5,2,1,2,1,1,5,4,1,1,13,3,1,1,2,2,2,2,1,2,1,1
414195744,2,1,2,2,1,2,6,5,7,4,2,3,3,3,2,2,2,2,3,2,1,1,1,1
412331351,4,2,3,2,1,2,7,1,4,2,3,1,12,3,1,4,3,3,3,3,2,2,2,2
414793306,4,2,3,1,1,2,1,5,2,1,4,1,6,3,1,4,3,3,3,3,2,1,2,2
416153828,1,2,2,2,1,2,5,3,6,4,2,1,2,2,2,1,3,3,3,5,1,1,1,1
417838346,2,1,4,2,1,2,1,1,7,5,1,2,10,1,1,1,2,3,3,2,1,1,1,1
410914971,1,1,5,1,1,2,6,1,7,5,3,1,6,3,1,1,3,3,2,2,1,1,1,1
412976088,1,1,3,2,1,2,8,5,1,1,2,2,7,2,1,4,3,5,5,5,2,1,1,1
415573012,4,1,5,2,1,2,5,1,7,5,1,1,6,3,1,2,2,2,2,2,2,1,2,2
418066430,2,1,4,2,1,2,5,1,2,3,3,1,9,2,1,4,3,2,3,2,2,2,2,2
410934005,3,1,5,1,1,2,1,1,3,1,4,2,10,2,1,4,5,3,3,2,1,2,1,1
415320515,3,2,2,NA,1,2,2,5,5,5,3,3,6,3,2,3,5,2,5,5,1,1,1,2
418063132,4,1,6,2,1,2,5,1,5,4,3,1,13,3,1,1,2,2,2,2,1,2,2,1
410938271,4,1,5,2,1,2,1,4,6,4,2,1,16,3,1,2,3,3,3,3,2,2,2,1
418068122,3,1,2,NA,1,2,7,5,5,3,2,3,5,3,2,3,5,5,5,5,2,2,1,1
414161321,3,2,3,NA,1,2,7,6,1,1,3,3,2,3,2,4,2,5,2,2,2,1,2,1
414538976,3,1,3,NA,2,2,2,5,7,2,2,2,5,1,1,2,2,3,2,2,1,1,1,1
413570300,3,2,3,1,1,2,1,1,7,5,1,2,8,3,1,2,2,2,2,2,1,1,2,1
412307617,4,2,3,1,1,2,5,1,1,2,2,1,8,2,2,4,3,3,3,3,2,2,2,1
412815335,2,2,1,2,1,2,6,5,1,2,2,2,2,3,2,4,5,2,5,2,1,1,1,2
411494468,3,1,3,2,7,2,1,1,7,5,2,1,12,3,1,1,3,2,2,2,1,1,2,1
412324156,2,1,2,2,1,2,5,1,2,3,2,3,10,2,2,2,3,3,3,5,2,1,1,1
412282924,3,2,5,1,2,2,1,5,2,3,3,3,3,2,2,3,2,2,3,3,2,1,1,2
415591173,4,1,6,2,1,2,1,5,2,3,3,2,9,1,1,3,3,3,3,3,2,1,1,2
412524043,4,2,1,2,3,2,1,5,2,3,2,2,2,3,2,3,1,1,1,1,1,1,2,2
415171063,4,2,4,1,3,2,1,1,1,4,2,3,3,3,2,4,2,2,5,5,1,1,1,1
412312551,3,1,6,1,1,2,1,5,3,3,3,1,3,1,1,4,2,5,5,5,1,1,2,1
416914516,4,1,5,2,1,2,1,5,1,2,4,2,5,3,2,3,5,3,3,5,2,2,2,1
414190559,3,2,3,2,1,2,6,5,5,4,2,2,10,3,2,1,5,5,5,5,1,1,2,1
413715710,3,2,5,1,1,2,1,1,1,1,4,1,9,2,1,4,2,2,2,2,2,2,2,1
411872051,3,1,5,2,1,2,5,2,6,4,1,1,10,2,1,1,2,2,2,2,1,1,1,1
413913364,3,2,5,1,2,2,2,6,3,2,4,1,6,2,2,4,3,3,2,2,2,2,2,1
412047621,3,2,2,2,1,2,5,1,7,5,3,1,2,3,2,1,2,2,2,2,2,1,2,1
412349016,3,2,3,2,1,2,1,5,7,5,1,1,4,3,2,1,2,3,5,5,1,1,1,1
414671712,4,2,3,1,3,2,7,1,2,2,4,2,4,3,1,3,3,2,5,5,1,1,1,2
415630186,3,1,5,2,1,2,5,1,1,2,4,1,9,3,1,4,2,3,3,2,2,1,1,1
412952200,3,1,2,2,1,2,6,1,1,1,1,1,4,3,1,4,2,2,2,2,2,2,2,2
412012853,3,1,5,2,1,2,1,5,1,1,4,1,10,3,1,4,2,2,2,2,2,2,2,1
412960000,3,1,1,2,1,2,5,4,2,4,1,3,2,2,2,3,1,2,5,5,2,1,2,1
414383102,3,1,2,2,1,2,1,5,6,4,4,1,8,3,1,1,3,2,2,2,1,1,1,2
412275565,1,2,4,2,1,2,4,5,1,1,4,1,2,3,2,4,3,3,3,3,2,1,1,1
417158481,2,2,2,2,1,2,7,1,1,3,1,3,5,3,2,2,1,3,2,2,1,1,1,2
413193964,3,2,2,2,1,2,8,5,1,1,4,2,11,3,1,4,2,2,2,2,2,2,1,1
416756456,1,1,3,2,1,2,5,1,7,5,1,1,7,3,1,1,3,2,5,5,1,1,1,1
411791437,1,2,5,2,1,2,5,6,5,4,2,2,12,2,1,2,2,3,3,3,1,1,1,1
413292638,1,2,6,1,1,2,2,1,1,2,3,1,7,3,1,4,3,3,3,3,2,2,2,1
412243894,4,2,3,2,1,2,7,1,6,4,1,3,9,3,2,2,5,2,3,5,1,1,1,2
412339655,4,2,4,2,1,2,5,3,2,3,4,1,6,2,1,4,3,3,3,3,1,1,1,1
417436777,3,2,3,NA,1,2,8,5,1,2,3,2,13,3,1,4,2,2,2,2,2,1,1,1
412391942,3,1,4,2,1,2,6,1,4,3,4,4,8,3,2,4,2,3,5,1,2,1,1,1
411873621,1,2,5,2,1,2,1,1,1,1,3,1,9,3,2,4,3,3,2,NA,2,1,2,1
416592055,1,1,2,NA,1,2,1,1,5,3,2,3,10,1,2,2,2,3,3,5,1,2,2,1
410941146,3,2,3,1,1,2,1,5,2,1,3,4,2,3,2,4,2,2,3,1,2,1,1,2
415212732,1,1,3,1,8,1,1,5,2,2,3,2,8,3,2,3,1,3,3,1,1,1,1,2
413412672,2,1,2,2,1,2,2,5,2,4,2,3,3,3,2,3,2,3,3,3,1,1,1,2
413860219,4,2,4,2,1,2,1,1,4,4,1,1,8,1,2,1,3,3,2,2,1,1,1,1
413331405,3,2,4,1,1,2,1,5,1,1,4,1,5,3,1,4,2,3,5,5,2,2,1,1
419006322,2,2,4,1,1,2,7,1,3,2,4,1,4,2,2,4,2,5,3,5,2,1,2,1
418924611,3,2,2,NA,1,2,7,1,4,3,3,3,3,NA,2,3,3,1,3,3,1,2,2,2
412815779,2,1,5,2,1,2,5,1,2,3,2,2,5,1,1,2,2,2,3,2,1,2,2,1
412204536,3,1,6,1,1,2,8,5,5,4,2,1,1,3,2,2,3,2,2,2,1,1,2,1
412398216,2,1,3,2,1,2,1,3,3,3,1,1,8,3,1,4,2,2,3,3,2,1,1,1
414976050,3,2,6,1,1,2,1,5,4,3,2,1,6,3,1,2,2,2,2,2,1,1,1,1
413380512,3,2,5,1,1,2,4,5,7,4,1,2,1,3,2,1,2,2,2,5,1,2,2,1
414432457,1,1,1,2,6,1,1,5,5,4,2,1,6,2,2,1,3,3,3,1,1,1,2,1
414518004,1,2,2,2,1,2,2,3,2,2,2,2,2,3,2,4,3,3,2,3,2,2,2,1
419001192,2,1,5,NA,1,2,1,1,1,1,4,1,14,3,1,4,2,3,3,3,2,1,2,1
414191547,1,2,3,2,2,2,5,6,1,5,1,1,2,2,2,4,3,5,2,3,2,2,2,1
418063225,1,1,5,2,1,2,1,1,4,4,4,1,8,1,1,1,3,3,2,2,1,1,1,1
418854282,1,1,6,1,1,2,1,1,7,5,2,1,10,2,1,1,2,2,2,2,1,1,1,1
414185782,4,2,5,1,1,2,1,6,2,2,4,2,8,3,2,3,3,2,3,3,2,1,2,1
414734196,1,2,3,NA,1,2,1,5,7,4,2,1,9,3,2,1,3,5,3,2,1,1,1,2
414179776,3,2,2,2,1,2,6,3,7,5,1,2,3,3,2,1,2,2,2,2,1,2,2,1
413204395,3,2,2,2,1,2,2,4,4,3,1,3,2,3,2,3,4,4,4,4,1,2,2,1
417837666,3,1,6,2,1,2,5,5,1,2,1,1,7,3,1,4,2,2,2,3,2,1,2,1
414219538,3,2,5,2,1,1,2,1,7,5,1,1,8,3,1,1,2,3,2,2,1,2,2,1
413020073,3,2,2,2,1,2,5,3,1,4,1,2,2,3,2,4,2,2,2,2,1,2,2,1
418306559,4,2,5,2,3,2,7,1,2,2,2,1,3,3,2,4,2,2,2,3,2,1,1,1
418116738,2,1,1,2,1,2,6,5,3,2,1,4,4,3,2,4,1,1,5,1,1,2,1,2
420192165,3,2,3,2,1,2,5,4,4,4,1,2,9,3,2,3,5,5,5,5,1,1,1,1
416472207,2,2,2,NA,1,2,5,4,2,2,3,2,3,2,1,4,2,3,5,5,1,1,1,1
416335638,4,2,3,1,3,2,2,5,1,1,3,2,4,3,2,4,2,5,5,5,2,1,2,2
411984486,2,2,5,2,1,2,2,1,7,5,1,1,3,3,2,4,2,2,2,2,2,1,1,1
415676776,3,2,4,1,1,2,7,1,5,4,1,2,7,3,1,3,3,3,3,2,1,1,1,1
414362101,1,2,2,2,1,2,2,4,7,4,1,1,4,1,2,1,3,3,3,2,1,1,1,1
413800647,3,2,3,NA,1,2,7,1,4,3,4,4,9,3,2,3,5,5,5,1,1,1,2,1
412391730,2,1,6,2,1,2,1,5,1,2,4,1,9,3,1,4,2,2,3,3,2,2,2,2
412905800,3,1,2,2,1,2,1,1,7,5,2,1,16,2,1,1,2,2,2,2,1,2,1,1
414379114,2,1,2,2,1,2,2,5,5,4,2,1,6,3,2,1,3,3,3,5,1,2,2,2
413432066,3,1,3,2,2,2,1,5,2,2,2,2,4,3,2,4,2,2,2,2,2,2,2,1
420128728,3,2,3,2,1,2,1,1,7,3,1,2,6,3,2,2,2,2,3,2,2,1,1,1
410933174,2,1,5,2,1,2,1,3,5,5,1,1,8,3,2,1,2,2,3,3,1,1,1,1
419690598,3,1,4,2,1,2,1,1,3,3,2,1,9,3,1,4,3,3,3,2,2,2,2,1
415545763,2,2,6,1,1,2,1,1,1,1,3,2,9,1,1,4,2,2,3,2,2,2,2,2
414327580,3,2,2,2,1,2,5,1,6,4,1,1,5,3,1,2,2,2,2,2,2,1,1,1
412022594,1,2,5,2,1,2,5,3,1,2,3,2,9,3,1,4,3,3,2,2,2,1,1,1
414091490,2,2,3,2,2,2,2,5,3,2,4,1,5,3,2,4,2,3,3,3,2,1,2,2
414842386,4,2,3,2,4,2,8,5,1,2,4,2,11,3,2,4,3,5,3,5,2,1,1,2
417841646,2,2,2,2,1,2,6,1,2,1,3,3,2,2,2,4,2,3,3,3,2,1,1,1
413327747,3,2,6,1,1,2,4,5,1,1,3,1,2,3,2,4,2,3,2,3,2,1,2,1
418227956,1,1,3,NA,1,2,8,5,1,1,4,1,2,3,2,4,2,1,3,5,2,1,1,1
417619375,2,1,6,2,1,2,5,1,1,3,1,2,7,3,1,4,2,2,2,2,2,1,2,1
412003311,3,1,5,2,1,2,9,5,7,4,4,1,1,2,1,1,2,3,3,3,1,1,2,1
415226726,3,2,3,2,1,2,1,6,4,3,3,1,2,3,2,4,5,5,5,5,2,1,1,1
412999988,3,1,3,2,1,2,1,2,2,2,2,2,6,2,1,2,2,3,2,3,1,1,2,1
417615837,2,2,2,2,1,2,1,1,1,1,2,1,9,3,1,4,2,3,2,2,2,1,2,1
412534260,2,1,2,2,2,2,5,1,4,4,1,1,3,2,2,1,5,3,2,2,1,1,1,1
416653141,1,2,6,1,1,2,1,1,2,3,4,2,13,3,1,4,3,3,3,3,1,1,2,1
412374726,1,2,3,1,1,2,8,5,3,3,4,4,1,3,2,2,5,5,5,5,1,1,1,2
414506279,3,2,1,2,1,2,5,1,7,4,2,2,7,2,1,1,2,2,2,2,1,1,1,1
413001437,1,1,2,2,1,2,5,1,7,4,1,1,10,3,1,1,3,3,3,3,1,1,1,1
419596968,3,1,3,2,1,2,5,1,4,4,3,3,11,2,2,1,2,2,2,3,1,1,2,1
415708845,2,1,4,2,2,2,2,5,1,2,2,1,3,3,2,1,5,2,5,2,1,2,2,1
412290979,4,1,6,2,1,2,5,6,1,1,4,1,5,2,1,4,3,3,3,3,2,1,1,1
414231501,3,2,2,2,1,2,5,3,2,4,1,3,2,3,2,2,3,3,3,3,1,1,1,1
413632505,2,2,3,1,1,2,7,1,7,4,1,1,4,3,2,1,5,3,2,2,1,1,1,1
415341672,1,2,3,1,1,2,5,4,4,3,2,3,2,3,2,2,5,5,5,5,1,1,1,1
416718487,2,1,2,NA,1,2,6,5,3,2,4,1,2,3,2,4,1,3,5,2,2,1,1,2
412333988,3,2,2,2,1,2,1,1,7,4,1,1,4,3,2,1,2,2,2,2,1,1,1,2
413086828,3,1,5,1,1,2,1,5,6,4,1,1,4,3,2,3,2,2,2,2,1,2,2,1
411885475,2,1,6,2,1,2,5,3,5,4,2,1,2,3,1,2,3,5,3,3,1,1,2,1
413379901,1,2,5,2,3,2,1,3,1,2,2,1,9,1,2,4,3,3,5,3,2,1,2,2
412311020,4,1,3,2,1,2,5,1,7,5,1,1,6,3,1,1,3,3,3,2,1,2,2,1
412350107,1,2,3,2,2,2,2,4,2,2,1,2,2,3,2,4,2,3,2,5,2,1,2,1
411873042,4,1,5,2,4,2,5,1,1,3,4,1,12,2,1,4,3,3,3,3,1,1,1,1
410922953,4,2,3,2,1,2,5,3,3,2,4,1,3,2,1,4,2,2,2,2,2,1,2,1
413869858,4,2,1,NA,3,2,7,5,7,2,1,1,2,3,2,4,3,5,5,5,2,2,2,2
413261069,1,1,3,2,1,1,1,3,5,3,2,1,6,1,1,1,3,3,3,3,1,1,1,1
412379539,4,1,2,2,1,2,6,3,5,4,2,1,2,3,2,1,3,3,2,5,1,1,1,1
410745596,3,2,4,2,4,2,1,1,5,3,2,2,4,3,2,2,2,3,3,5,1,1,2,2
414118145,1,1,4,2,1,2,1,6,2,4,3,2,3,3,2,2,3,2,3,2,1,1,1,2
412285035,1,2,2,2,1,2,7,1,5,3,3,1,6,1,1,2,3,3,3,3,1,1,1,1
413120971,3,2,4,2,1,2,1,1,5,5,1,2,7,3,2,2,5,5,5,5,2,2,1,1
412324065,3,2,6,2,1,2,1,1,3,3,1,1,10,1,1,4,2,2,2,2,2,1,1,1
410945270,2,1,6,2,1,2,5,1,3,3,2,1,14,3,1,4,2,2,3,2,2,1,2,1
414240025,2,2,5,1,2,2,1,5,1,2,2,3,6,3,2,4,2,3,3,2,2,2,1,2
420156780,2,2,5,2,1,2,1,5,2,3,3,1,6,3,1,4,2,2,3,2,1,2,2,1
412382118,2,2,6,NA,3,2,5,1,5,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1
414206234,2,1,1,NA,7,2,4,5,4,5,1,2,1,3,2,4,1,3,1,1,1,1,1,1
